bench_monad
50134
52307
54847
56884
39365
53183
55087
50891
50481
46080
44259
57264
51220
45785
52400
54029
55830
61367
39879
52891
55691
56203
37591
54910
56390
52524
53639
50709
46283
58446
51716
53666
55237
44968
47014
40703
48097
53914
53021
52194
49028
51334
50011
51992
56013
56145
60985
54769
52891
53871
52538
57013
50541
57399
48548
44433
56108
50359
51708
51928
56629
60766
41368
51820
53497
58486
53590
46163
58435
58367
53526
49883
57829
55124
57135
47180
59482
55582
55514
48571
51379
57117
55826
55686
54542
52982
53362
58331
53330
57871
41214
47944
55841
57503
52227
56396
52952
48540
56425
51190
60093
51513
50484
56127
56386
48382
53530
50932
47641
51234
42522
50778
52099
57984
60112
45945
45964
55618
62045
58043
60071
45765
56584
49006
52991
56713
51459
48843
51683
51778
57299
61727
52827
55652
39145
52494
61078
53023
48524
52563
53738
43702
43294
60501
46763
56607
46306
58406
52829
54310
43121
61249
44921
55499
42142
50588
52237
55583
46084
50882
51254
48671
63709
48960
47791
62210
53281
50934
59155
55755
53904
53192
53137
55721
56801
44227
62141
59623
46489
57901
57303
57710
61003
56988
48425
56685
49288
56738
52180
33593
56128
53157
55045
53487
59341
52661
51797
52064
55880
58176
55105
61050
49664
56948
52731
55538
56302
58791
53292
51281
56266
57189
41434
53552
48815
43857
55460
52819
53813
52749
61482
51131
55247
54234
43314
54872
52242
53421
50759
61119
54768
56483
57636
53801
58196
58098
50517
50627
54430
55807
47840
61308
49481
56983
44807
53095
55422
54082
45444
56695
56171
55149
50596
53828
41960
53414
54108
54187
50089
51389
54945
53450
52751
53188
55414
53250
53390
52848
53837
53577
57249
47880
50488
57243
52470
40705
42913
46878
58871
58830
56927
60862
50902
55934
41335
55829
47021
60676
53886
52520
50070
56765
44137
46168
45684
54989
44709
55886
58643
57499
47378
52873
57293
50149
44613
59036
47573
58351
54587
61626
43438
52592
52263
55569
43504
48282
58793
51116
41544
52571
52662
55858
51872
48052
56193
61039
52361
54943
55808
53461
55179
52890
51175
60526
56804
47884
57396
37007
48474
55541
51926
43997
55545
56266
40684
46143
50210
50332
51453
52464
59228
59775
57702
38915
44410
42317
53180
51137
61162
59504
56100
46441
51396
44809
44756
54708
52513
42982
59872
43191
58808
54591
53335
43616
47468
57577
55843
51934
55478
59637
43973
51186
42451
58881
52206
58015
54600
59825
53840
62023
34421
53077
47907
59252
48487
55051
48303
51333
51944
52955
60398
58172
34955
45983
51849
54681
48486
50289
53210
56502
49019
55092
44493
54894
35863
56586
53111
51622
55365
46430
58545
55069
49777
57254
53719
56946
61057
52937
47614
59283
55681
57787
53635
54108
56026
53554
41142
54940
62004
56874
52851
58268
56164
52266
49427
56776
47655
50458
56337
48639
57157
43019
60584
61844
55478
59288
59746
60779
54642
57478
51588
54058
48310
57608
39886
51475
49186
56103
53177
55435
54740
57531
38505
51891
48105
51138
43195
55713
58174
57259
63835
60700
62380
55387
58408
58670
55359
47064
57254
49781
50654
53771
56194
54809
52242
55711
54489
48502
54613
59447
58192
51702
56323
51205
55463
55262
52377
61653
39357
47596
59161
51317
51991
56038
52541
59709
49981
55370
47289
57934
58248
61418
51977
46996
53362
49668
45952
53817
55666
48627
47219
55416
57009
56943
51238
47458
45708
54746
62232
55903
52212
62793
58096
56499
43888
55932
48743
58632
57058
57426
45225
53853
54648
46849
58051
51161
51323
46119
54174
61233
61555
57784
52542
54039
59072
56509
55953
52790
51864
54436
51906
49768
45942
55145
51892
47474
47743
55203
45253
57836
53051
53587
53559
54268
43930
48287
51763
50776
51502
55507
53507
46983
57856
54576
46087
50821
55232
56282
62102
57926
51523
59951
52013
58945
54088
56076
60792
54354
59758
58499
53151
51631
54951
46812
54193
59751
41168
54098
57765
51053
43172
47274
60983
54400
54194
50257
55030
54368
51931
54903
56353
53584
54030
55789
50295
54979
