S
55750
57681
43966
52441
55983
50094
39445
44569
50449
36791
47248
52983
58105
52598
55379
59743
55470
55640
51483
53137
49771
52611
44660
56664
45915
54911
51601
54772
51647
52866
55571
48630
54108
54366
46017
55297
54328
48226
56988
51865
47565
55200
53283
51476
55929
51371
48794
54297
44655
44329
53452
51841
49197
53435
54881
48362
53667
51608
55597
57629
56602
44840
50765
57034
43411
51883
45359
52099
54665
56057
44417
54477
53015
58425
57774
48124
50830
48506
45459
51147
35060
55987
42924
53890
57529
38776
44386
53039
48249
53190
51718
42697
54647
53685
50010
56424
46633
53652
43211
52666
48281
49527
54596
52646
48852
47974
46757
46363
47749
50849
58437
52354
49362
48225
48430
49322
54129
50040
60142
54341
53614
41747
51785
52732
46514
53703
43946
50445
38097
47245
54160
48095
47854
47771
48621
45506
53873
45025
57444
51820
42943
50284
50667
48834
40997
50905
47869
47461
50187
52107
45007
48764
56938
53093
49738
54893
57928
49913
50971
53565
58024
45110
47902
54809
38201
52455
56315
52202
54281
52581
42061
49286
47990
56827
51709
51379
46582
50632
48647
47573
55970
47514
46671
54343
51926
57470
53404
51967
51912
43816
47447
52285
42883
54424
55969
51174
50685
52029
55621
50730
42180
48828
49851
55246
51988
46345
52779
53453
52868
46951
48430
50578
55246
49290
50397
48164
53255
46621
57595
53617
41499
46514
50409
46036
49342
53809
51960
51043
55000
48759
53273
50792
52933
45866
45963
54858
42262
46755
51349
52838
54816
47732
34948
52777
46508
48293
53811
59342
49518
48857
50571
49903
41813
44342
42303
54221
49066
54250
51669
45210
44861
55898
53259
52540
47601
45568
49938
